Gender,Education Level,Loan Purpose,Employment Status,Payment History,Country,Risk Rating,Age,Income,Credit Score,Loan Amount,Debt-to-Income Ratio,Assets Value
Non-binary,Master's,Home,Self-employed,Fair,Yemen,Medium,50,89561,668,26425.2,0.485948182,168030
Male,High School,Home,Unemployed,Fair,Paraguay,Low,44,44668,707,12930,0.571458556,267676
Female,Master's,Home,Unemployed,Good,Cyprus,Low,36,105695,790,22144,0.277703249,74249
Male,Bachelor's,Auto,Self-employed,Good,Bosnia and Herzegovina,Low,22,47973,639,31266,0.580614862,249899
Female,Master's,Personal,Unemployed,Fair,Suriname,Low,21,115148,769,40868,0.441856984,124984
Male,Bachelor's,Business,Unemployed,Good,Zimbabwe,Medium,61,86421,602,6969,0.202836292,53162
Male,Bachelor's,Home,Unemployed,Excellent,Tanzania,High,65,115675,706.6,17737,0.150961689,84992
Non-binary,Master's,Business,Self-employed,Fair,Gibraltar,Low,32,70800.8,672,24675,0.123614998,207668
Male,PhD,Home,Employed,Excellent,Libyan Arab Jamahiriya,Low,46,92795,763,25467,0.324833577,137808.2
Female,Bachelor's,Home,Employed,Fair,Jersey,Low,20,45333,645.8,23524,0.137224261,92814
Female,PhD,Business,Employed,Fair,Luxembourg,Medium,18,72417.4,672,14953,0.181344256,244617
Male,High School,Auto,Unemployed,Excellent,Azerbaijan,Low,20,92497,630,20772,0.124451089,220809
Non-binary,PhD,Home,Employed,Fair,Syrian Arab Republic,Medium,67,28048,686,25642.6,0.442202373,217607
Male,PhD,Personal,Self-employed,Poor,French Guiana,Low,61,109147,721,30156,0.375728624,164222
Female,Bachelor's,Business,Self-employed,Fair,Croatia,Medium,52,74086,771,8557,0.262633729,239275
Male,Master's,Personal,Self-employed,Excellent,Slovenia,Low,48,53701,647,26997,0.136262224,299014
Female,High School,Business,Employed,Good,South Africa,Low,22,39589,643,6369,0.532344994,249089
Male,High School,Business,Unemployed,Poor,Paraguay,Medium,42,69573,604,36281,0.533855186,220136
Non-binary,High School,Business,Self-employed,Excellent,Lebanon,Low,48,80526,680.4,26049,0.180642768,169838.8
Female,Bachelor's,Personal,Unemployed,Good,Guinea-Bissau,Medium,32,44520,729,32744,0.493905328,128514.2
Female,High School,Auto,Unemployed,Fair,Western Sahara,Medium,21,99149,673,18384,0.188577478,146941
Male,Master's,Auto,Self-employed,Poor,Niue,Medium,63,106649,645,29395,0.266260652,152983
Female,Master's,Personal,Unemployed,Excellent,Bolivia,Medium,32,111733,665,37994.2,0.152579559,194435
Female,Bachelor's,Personal,Employed,Good,Andorra,Low,27,56776,683.8,18452.4,0.235956825,41651
Male,High School,Personal,Unemployed,Excellent,Bahamas,Low,62,27712,791,10588,0.424957805,151807.6
Non-binary,Bachelor's,Personal,Self-employed,Good,Mauritius,Low,62,105548,609,13275,0.57841278,163364.8
Male,Bachelor's,Personal,Self-employed,Poor,Syrian Arab Republic,Low,64,119969,647,19065,0.594950947,224716
Female,High School,Personal,Employed,Fair,Georgia,Medium,58,103094,691,12028,0.549779509,207924
Female,Master's,Home,Self-employed,Excellent,Aruba,Low,52,30372,643,28451,0.415011687,189136
Non-binary,Bachelor's,Home,Unemployed,Good,Cameroon,Low,58,56492,745,17464,0.174680356,75411
Male,High School,Home,Employed,Fair,Monaco,Low,57,68598.6,705,44438,0.586950143,190289.6
Male,Bachelor's,Home,Unemployed,Poor,Somalia,Medium,51,22766,774,44307,0.267092501,212794
Female,PhD,Home,Unemployed,Excellent,North Macedonia,Low,28,94967,620,20386,0.183438462,181280
Male,Master's,Personal,Employed,Fair,Slovakia (Slovak Republic),Low,49,66901,729,6725,0.111682151,71557
Female,Bachelor's,Home,Employed,Good,Sweden,Low,68,87844.2,743,9407,0.231090845,138396.6
Male,PhD,Business,Unemployed,Poor,Egypt,Medium,61,41777,695.4,32485,0.564103782,280170
Female,Master's,Business,Unemployed,Excellent,Jamaica,Low,56,105970,785,20876,0.293463057,244024
Non-binary,PhD,Auto,Employed,Excellent,Gambia,Low,64,43485,734,25878,0.515975865,120485
Male,PhD,Home,Self-employed,Excellent,Slovenia,Low,51,85921.8,661,13837,0.10921849,46197
Non-binary,Master's,Business,Unemployed,Excellent,Ethiopia,Medium,27,51212,775,10044,0.575881586,94067
Male,Bachelor's,Home,Employed,Good,Palau,Low,64,53236,682,14357,0.361972931,74199
Male,High School,Personal,Employed,Poor,Armenia,High,45,58226.8,750,30999,0.55965476,250966
Female,Bachelor's,Business,Unemployed,Excellent,Liechtenstein,Low,69,26566,795,15385,0.146563747,298416
Non-binary,Bachelor's,Auto,Employed,Good,Paraguay,Low,67,57538,759,45957,0.501034719,144912
Male,PhD,Home,Unemployed,Excellent,Morocco,Low,67,98349,688,23761,0.469309309,266870
Female,Master's,Auto,Unemployed,Good,United Kingdom,Low,48,38642,698,11524,0.373498673,294140
Non-binary,High School,Home,Employed,Good,Tunisia,Medium,64,55902,674.4,25089.8,0.343315738,73224
Female,High School,Auto,Self-employed,Good,Nauru,Low,23,110724,746,6011,0.361240821,36257
Non-binary,Bachelor's,Business,Unemployed,Good,Botswana,Medium,62,36163,667,26940,0.277411586,217694
Female,Bachelor's,Business,Self-employed,Poor,Honduras,Low,66,75499,606,15175,0.404581903,157893.4
Male,Master's,Business,Self-employed,Excellent,Ukraine,Low,20,68155,641,10976,0.493747023,285175
Non-binary,PhD,Business,Unemployed,Excellent,Lebanon,Low,19,69002,750,20783,0.537145674,252825
Non-binary,Master's,Auto,Unemployed,Fair,Tuvalu,Low,28,86553,678,10544,0.169868206,149372
Male,Bachelor's,Auto,Unemployed,Fair,El Salvador,Low,21,65706,615,32775,0.150337269,193065
Male,PhD,Personal,Unemployed,Fair,Honduras,Medium,23,116854,711,31583,0.318598074,62632
Male,PhD,Home,Self-employed,Excellent,Zimbabwe,Medium,37,24403,668,19997,0.560989924,101582
Female,High School,Business,Self-employed,Poor,Lebanon,Low,33,87113,755,5743,0.452326778,38138
Non-binary,PhD,Personal,Self-employed,Good,Korea,Low,23,102897,637,11381,0.410651496,158273.4
Female,Master's,Personal,Self-employed,Poor,Saint Helena,Medium,40,69040,682,49344,0.339579966,34732
Male,Bachelor's,Auto,Employed,Poor,Germany,Low,21,67452,714,44055,0.551606964,258684
Female,Master's,Auto,Employed,Good,Pakistan,Low,62,53872,695.4,30632,0.117681055,143153
Female,High School,Business,Unemployed,Fair,Martinique,Low,56,90540,717,36175,0.425707621,279568
Female,PhD,Personal,Employed,Fair,Pakistan,Medium,61,80657.4,602,35617,0.137354903,272094
Non-binary,Master's,Home,Employed,Poor,Norway,High,57,67631,645,30206,0.248367719,166360
Male,High School,Home,Unemployed,Fair,Mauritania,Medium,26,118286,694,36146.6,0.396852485,240114
Male,PhD,Personal,Unemployed,Good,Tokelau,Low,51,109447,694.4,37192,0.552610874,144180.2
Non-binary,Bachelor's,Auto,Employed,Fair,Palestinian Territory,Medium,56,27546,742,22015,0.409211542,224150
Female,PhD,Auto,Self-employed,Excellent,Albania,Low,47,81526,623,20970,0.109221678,254961
Male,Master's,Personal,Employed,Excellent,Guadeloupe,Medium,44,112480,783,44943,0.460562478,90590.8
Non-binary,High School,Home,Self-employed,Fair,Uganda,Medium,55,104462,623,29825,0.110689839,126432
Female,Master's,Personal,Self-employed,Fair,Estonia,Low,45,110027,794,7917,0.255074233,106182
Female,PhD,Home,Employed,Fair,Lithuania,Low,35,43461,729,15183.8,0.212789517,228871
Female,PhD,Business,Self-employed,Fair,Papua New Guinea,High,62,24739,736,30672,0.135632921,133940
Female,PhD,Personal,Unemployed,Fair,Ireland,Low,56,63835,739,6294,0.186421817,289269
Male,Bachelor's,Auto,Unemployed,Good,Saint Helena,Medium,27,47521.8,697.6,37967,0.266733661,135227
Male,Bachelor's,Personal,Unemployed,Fair,Ghana,Low,26,86237.4,691,31453,0.206905052,151005.8
Male,Master's,Business,Unemployed,Good,British Indian Ocean Territory (Chagos Archipelago),Low,66,37545,747,9919,0.257896833,180382
Female,PhD,Business,Self-employed,Poor,Ukraine,Low,21,89442,634,12181,0.403847636,95756.6
Female,Master's,Personal,Self-employed,Excellent,Cote d'Ivoire,Low,66,75430,646,33697.2,0.12250673,79951
Female,PhD,Personal,Self-employed,Excellent,Gabon,Medium,60,44671,666,41510,0.399119681,194662
Female,High School,Auto,Self-employed,Good,Chile,Medium,26,115661,704.2,11277,0.161941594,256945
Female,PhD,Business,Self-employed,Poor,Tuvalu,Low,38,56784,742,29413.4,0.110264309,43616
Non-binary,High School,Auto,Employed,Fair,Lesotho,Medium,64,77402,693,32287,0.220413594,211500
Non-binary,Bachelor's,Business,Unemployed,Poor,United States Virgin Islands,Low,57,90735.4,610,45860,0.176988288,143083
Non-binary,PhD,Personal,Employed,Poor,Senegal,High,47,76722.6,714,22189,0.470045552,49985
Male,Master's,Personal,Employed,Fair,Spain,Medium,46,116794,740,35865,0.508111027,164666.2
Male,High School,Home,Unemployed,Good,United Kingdom,Medium,35,30058,728,38007,0.312126996,194985
Male,Master's,Business,Employed,Good,Sierra Leone,Medium,44,59860,697,21182,0.51731252,175207.6
Female,Bachelor's,Home,Employed,Poor,Paraguay,Low,46,87551,791,49066,0.480174598,234639
Male,High School,Personal,Employed,Good,Japan,Low,33,99304,624,41842,0.251414502,273272
Female,Bachelor's,Personal,Unemployed,Good,United Kingdom,Low,64,82343,754,28403,0.164191811,80931
Non-binary,PhD,Personal,Employed,Good,Mozambique,Low,57,72755,751,23476,0.361295878,290078
Non-binary,PhD,Business,Self-employed,Excellent,Eritrea,Medium,47,58297,728.4,27432.6,0.550836392,256877
Male,High School,Auto,Unemployed,Poor,Brunei Darussalam,Low,52,83328,630,45422,0.536086057,214950
Male,Master's,Home,Unemployed,Excellent,Papua New Guinea,Low,37,42388,703.8,34000,0.136225415,263984
Male,PhD,Home,Employed,Poor,Cameroon,Low,47,48502,724,26575,0.28715365,160690
Non-binary,PhD,Business,Self-employed,Fair,Georgia,Low,42,103785,647,8547,0.272825146,40192
Male,PhD,Home,Unemployed,Poor,Germany,Low,66,109695,720,27754.8,0.31708136,252391
Non-binary,Master's,Personal,Unemployed,Good,Aruba,Medium,56,24714,644,24870,0.564750452,227628
Female,PhD,Home,Employed,Fair,Australia,Low,60,54722,687,39212.4,0.298336581,115590.4
Female,Master's,Business,Unemployed,Fair,Cote d'Ivoire,Low,36,25818,693,26160,0.418630599,77508
Non-binary,PhD,Home,Unemployed,Good,Malta,Medium,28,72586,631,45355,0.324670443,231939
Non-binary,Master's,Personal,Employed,Fair,Antarctica (the territory South of 60 deg S),Low,38,35600,628,25517,0.481484057,270148
Female,High School,Personal,Employed,Poor,Syrian Arab Republic,Medium,43,23302,708,38489,0.504438647,131377
Non-binary,PhD,Personal,Self-employed,Fair,Cayman Islands,Medium,66,63812,663,7672,0.168463614,78830
Female,Master's,Home,Employed,Poor,Uruguay,Low,37,25310,777,6158,0.119953857,257352
Female,Bachelor's,Personal,Employed,Good,United Arab Emirates,Low,59,84575,703,9014,0.431181902,276245
Female,Bachelor's,Personal,Self-employed,Excellent,Austria,Low,49,72256,707.2,38595,0.140771209,201244
Female,Master's,Home,Unemployed,Excellent,Czech Republic,Low,25,33222,673,49390,0.136798923,86740
Male,Bachelor's,Personal,Self-employed,Excellent,Peru,Medium,24,55022.4,682,45415,0.540921532,97227
Non-binary,PhD,Home,Self-employed,Good,Latvia,Medium,32,24158,660,8331,0.259921753,78592.2
Non-binary,High School,Home,Unemployed,Good,Bahrain,Low,66,74604,652,32030,0.47045682,57873
Non-binary,Bachelor's,Home,Employed,Fair,Uganda,Low,34,61997,693,24411,0.484287615,188057
Non-binary,PhD,Business,Employed,Good,Yemen,Low,19,42791,707,14744,0.406894852,186511
Male,Master's,Auto,Self-employed,Good,Hungary,Medium,42,33351,739,45294,0.379778502,288481
Female,PhD,Personal,Unemployed,Good,Liberia,Low,45,20929,648,40027,0.510567998,116801
Male,Master's,Personal,Employed,Poor,Switzerland,Low,31,26544,686,48827,0.503683223,261872
Female,PhD,Auto,Unemployed,Poor,Iceland,Low,32,68017,683.4,45110,0.397596594,101651
Male,Master's,Home,Employed,Good,Peru,Low,38,24861,791,31862,0.398742967,122235
Female,Master's,Personal,Unemployed,Good,Reunion,Low,57,65429,694.6,45189,0.469060005,293567
Non-binary,PhD,Business,Unemployed,Fair,Vietnam,Low,36,89109,687,19120.6,0.133330206,112665
Male,PhD,Auto,Employed,Excellent,Monaco,Low,26,30686,631,40961,0.240332536,124984
Non-binary,Master's,Home,Employed,Fair,Christmas Island,Low,20,61400,796,35239,0.228773643,273249
Male,Bachelor's,Home,Self-employed,Good,Togo,Low,69,33432,693,8033,0.536629691,199596
Female,Bachelor's,Home,Unemployed,Fair,Germany,Low,48,41661,679,14003,0.236976659,254248
Male,Master's,Business,Employed,Good,Cambodia,Medium,50,115001,793,38387,0.558506408,178276
Non-binary,Bachelor's,Auto,Employed,Excellent,Benin,Low,49,90233,765,47852,0.531006328,134253
Male,High School,Auto,Self-employed,Good,Bahamas,Low,66,47215,697,14145,0.193780042,276596
Male,PhD,Auto,Employed,Good,Bermuda,Low,26,97681,689.6,28830,0.274036238,86308
Non-binary,High School,Home,Employed,Good,Comoros,Medium,51,47655,646,30282,0.425875012,27106
Male,High School,Auto,Employed,Excellent,Belgium,Low,64,33300,642.4,23760,0.104392617,117693.8
Male,Master's,Auto,Employed,Good,Belize,Low,44,81632.4,780,21867,0.29818978,179599.8
Male,Bachelor's,Business,Unemployed,Fair,Benin,Low,68,72380.2,669.4,37414,0.483062932,163588
Female,PhD,Business,Unemployed,Good,Vietnam,Low,46,100198,662,22267,0.178030765,99140
Male,Bachelor's,Personal,Self-employed,Fair,Cambodia,Low,34,32938,695,32817,0.138084927,149928
Female,PhD,Home,Self-employed,Fair,Ethiopia,Medium,57,41553,769,19368,0.591591146,46344
Non-binary,Bachelor's,Home,Unemployed,Excellent,Montenegro,Low,43,58863.2,696,22743.4,0.491296038,109487
Male,High School,Personal,Employed,Excellent,Jersey,Medium,52,41643,674,32487,0.546998291,156682
Male,PhD,Personal,Employed,Fair,North Macedonia,Low,68,22589,725,18729,0.510516735,133197.2
Female,Master's,Home,Employed,Fair,Mali,Low,29,71543,740,37666,0.177610252,83229
Non-binary,High School,Personal,Unemployed,Good,Tonga,Medium,19,96860,797,29757.6,0.336234039,135873
Non-binary,PhD,Business,Unemployed,Fair,Mongolia,Medium,29,71588,659,12921,0.504819233,200989
Non-binary,High School,Home,Self-employed,Fair,Portugal,Low,59,64406,799,5296,0.400315301,160048.8
Non-binary,Master's,Home,Unemployed,Fair,Costa Rica,Low,45,103576,706,30262,0.145633385,208707
Non-binary,Bachelor's,Business,Employed,Poor,Myanmar,Low,37,58930,693,47393,0.477987204,121732.4
Male,Bachelor's,Auto,Unemployed,Poor,Jamaica,Medium,68,62411.8,760,17861,0.553531186,297215
Female,Master's,Auto,Employed,Good,Antigua and Barbuda,Low,62,69607,792,20256,0.461865714,110428
Male,Master's,Personal,Unemployed,Poor,Egypt,Low,43,117616,693,29102,0.38673586,255344
Male,High School,Business,Employed,Fair,Guam,Medium,31,65785,695.6,44476,0.133036056,112056
Non-binary,PhD,Home,Employed,Good,Marshall Islands,Medium,35,111810,759,42895,0.223372115,65951
Female,PhD,Home,Unemployed,Good,Andorra,Medium,19,71134,673,24750,0.119758765,25188
Male,PhD,Business,Self-employed,Good,Zambia,Low,64,40998,757,6335,0.172406536,67057
Male,PhD,Home,Self-employed,Poor,Georgia,High,36,78967,651,26186,0.271364729,36662
Female,Master's,Personal,Employed,Fair,Switzerland,Medium,36,84361,717,32220,0.464928557,172798.8
Male,Master's,Auto,Self-employed,Poor,Tokelau,Low,39,95656,714,24271,0.143993983,120484
Male,PhD,Home,Self-employed,Fair,Grenada,Medium,39,83716,682,17984,0.236511093,45938
Non-binary,High School,Auto,Employed,Excellent,Afghanistan,Medium,67,64959,681,34923.6,0.416990124,165846
Female,High School,Home,Unemployed,Excellent,Azerbaijan,Medium,42,63551.4,785,6600,0.288579639,191481
Male,High School,Home,Self-employed,Fair,Yemen,Low,42,71105,639,40701,0.23833666,52937
Male,PhD,Personal,Employed,Fair,Austria,Low,51,62238,601,23883,0.306727079,259297
Non-binary,PhD,Home,Employed,Good,Mexico,Medium,58,46648,647,40517,0.101185698,155958
Non-binary,Master's,Business,Employed,Good,French Guiana,Low,69,74623,743,38565,0.198294289,109266
Male,Master's,Home,Unemployed,Excellent,Saint Lucia,Low,61,76561,684,9767,0.110220349,163954.2
Male,PhD,Business,Unemployed,Excellent,Niue,High,35,56824.6,781,26723,0.168011603,53263
Female,High School,Auto,Unemployed,Fair,Heard Island and McDonald Islands,Low,61,77496,789,37130,0.40523799,96861
Male,Master's,Auto,Employed,Excellent,Hungary,Low,59,61205,660,48282,0.338867427,166644
Male,PhD,Home,Employed,Good,Isle of Man,Low,45,76843.6,636,8043,0.446161987,161768.4
Male,Master's,Business,Employed,Excellent,Yemen,Medium,66,92480,676.2,9147,0.453304441,69172
Female,Bachelor's,Home,Self-employed,Good,United Arab Emirates,Low,51,79453,728,18223,0.286912245,111936
Female,PhD,Business,Unemployed,Poor,Afghanistan,Low,51,63912,702,34061,0.148602498,130048
Male,Bachelor's,Personal,Unemployed,Poor,Afghanistan,Low,65,20757,706.6,7902,0.264369194,22360
Male,Master's,Personal,Unemployed,Good,Mongolia,Low,23,65467.8,703.6,15818,0.504678767,178297
Non-binary,High School,Business,Unemployed,Good,Somalia,Low,38,50436,705,12898,0.432922484,52704
Non-binary,PhD,Personal,Unemployed,Good,Swaziland,Low,54,68951,729,46026,0.112068711,281710
Female,High School,Personal,Employed,Excellent,Guinea,Low,53,33733,777,49564,0.310120291,142311
Male,Bachelor's,Business,Employed,Fair,Burkina Faso,Medium,29,90085,727,42062,0.173157512,120550.6
Male,High School,Personal,Employed,Excellent,Bouvet Island (Bouvetoya),Low,50,33570,728,22864,0.432309724,145104
Female,PhD,Auto,Unemployed,Fair,Sudan,Low,53,42970,752,23595.4,0.199623767,267598
Male,Bachelor's,Business,Unemployed,Poor,Macao,Low,29,56800,604,44284,0.495647455,137371.2
Male,High School,Auto,Self-employed,Fair,Cameroon,Low,20,52407,675,13104,0.157194621,119414
Female,Bachelor's,Business,Employed,Fair,Guatemala,Medium,45,36263,636,6869,0.285850157,144319
Female,PhD,Home,Self-employed,Good,Bahamas,Low,68,67882.8,794,31057,0.168459362,52064
Female,High School,Personal,Unemployed,Fair,Bolivia,Low,46,64518,725,5555,0.190185853,273697
Female,Bachelor's,Business,Self-employed,Excellent,Ghana,Medium,60,45382,709.8,35601,0.300785797,41266
Male,PhD,Personal,Unemployed,Good,Panama,Low,31,31939,708.2,5318,0.457033372,269039
Male,PhD,Business,Employed,Good,Saint Vincent and the Grenadines,Low,33,54133,776,41119,0.567885948,83151.6
Non-binary,Master's,Home,Self-employed,Poor,Ethiopia,High,67,58718,749,47750,0.133949013,281099
Male,Bachelor's,Personal,Employed,Good,Haiti,Low,69,25704,642,24876,0.370190343,143318
Non-binary,High School,Auto,Employed,Excellent,Tanzania,Low,66,97712,733,31245,0.290522123,52877
Non-binary,PhD,Business,Employed,Excellent,Lebanon,Low,67,97192,790,29367.6,0.141375257,209672
Male,High School,Personal,Unemployed,Good,El Salvador,Low,33,96639,750,38850.8,0.485585707,232003
Non-binary,Bachelor's,Personal,Unemployed,Fair,Djibouti,Low,40,56870,743.6,10022,0.518469328,138503
Female,High School,Home,Employed,Good,Greenland,Low,40,103632,702,11227,0.18460156,213262
Male,PhD,Home,Employed,Excellent,Macao,Low,66,101266,681,24875.8,0.177184467,193793.8
Female,Master's,Business,Unemployed,Good,Taiwan,Medium,68,96467.2,668.2,26384,0.158932256,171346.2
Male,Bachelor's,Business,Employed,Excellent,Bangladesh,Medium,43,39693,614,33975,0.374582598,134840
Female,Bachelor's,Home,Employed,Good,Iraq,Medium,46,65681,763,48489,0.494519037,38819
Non-binary,Bachelor's,Business,Unemployed,Excellent,Mexico,Low,52,23212,614,30607,0.135402288,213234
Male,Bachelor's,Home,Unemployed,Poor,Northern Mariana Islands,Medium,28,72158,693,8782,0.510049128,203087
Male,Bachelor's,Personal,Employed,Fair,Kiribati,Low,38,116554,707,13337,0.491658399,268802
